Survey ID,Age,Gender,Ethnicity,Marital Status,Education Completed,Household Size,No One,Spouse,Children,Grand Children,Parent,Grandparent,Brother/Sister,Other Relative,Friends,Other ,Religion,Full Time Employment,Part Time Employment,Student,Homemaker,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Primary Language,English Speaking,English Difficulties,Familiarity with America,Familiarity with Ethnic Origin,Identify Ethnically,Belonging,Present Health,Present Mental Health,Present Oral Health,Hygiene Assistance,Smoking,Drinking,Regular Exercise,Healthy Diet,Hypertension,Diabetes,Arthritis,Physical Check-up,Dentist Check-up,Urgentcare,Folkmedicine,Primary Care,Health Insurance,Dental Insurance,Unmet Health Need,Unmet Dental Needs,Transportation (Medical),Interpretation (Medical),Comunication Problem,Preferance,Language,Family,Close Friend,Acquaintances,Heal Professionals,Mobile Apps,Email,Social Networks,Online Communities,Health Website,Other,Quality of Life,Satisfied With Life
70035,40,Female,Korean,Married,16,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,0,0,0,Full time homemaker,0,,"$70,000 and over",0,No,9,1,Not well,Much,Low,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,0,0,0,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,Yes,Korean,No,No,No,No,No,No,No,Yes,Yes,0,8,Slightly agree
70105,25,Male,Korean,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,Catholic,0,0,Student,0,0,,"$20,000 - $29,999",0,No,14,1,Very well,Not at all,High,High,Somewhat close,Somewhat,Excellent,Excellent,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,Yes,Yes,Korean,Yes,Yes,Yes,Yes,No,No,No,No,No,0,8,Agree
70295,40,Female,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,0,Employed part time,0,Full time homemaker,0,Professional,"$70,000 and over",0,No,13,0,Well,Not much,Very high,Very high,Somewhat close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Korean,No,No,No,No,No,No,No,No,Yes,0,9,Agree
10556,34,Female,Korean,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,Catholic,0,0,Student,0,0,Other,"$10,000 - $19,999",1,No,4,1,Not well,Not much,High,High,Somewhat close,Somewhat,Fair,Fair,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,Yes,Yes,English,Yes,Yes,Yes,No,No,No,Yes,No,No,1,6,Slightly agree
70111,33,Male,Korean,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,0,Student,0,0,,"$20,000 - $29,999",1,No,19,1,Very well,Not at all,High,High,Not very close,Somewhat,Very Good,Poor,Very Good,0,1,0,1,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,0,0,0,0,Korean,Yes,Yes,No,Yes,No,No,No,No,Yes,0,3,Strongly disagree
70411,32,Male,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,0,0,Student,0,0,Other,"$10,000 - $19,999",1,No,2,0,Well,Not much,High,Very high,Somewhat close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,Yes,Yes,Korean,No,No,No,No,No,No,No,No,Yes,0,7,Slightly agree
70112,34,Female,Korean,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,0,0,Full time homemaker,0,,"$20,000 - $29,999",1,No,2,1,Not well,Not much,High,High,Not very close,Not very much,Very Good,Good,Very Good,0,0,0,0,1,0,0,0,0,0,Yes,0,0,Yes,0,0,0,0,0,0,0,Korean,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0,7,Slightly agree
70071,48,Female,Korean,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,12,1,Not well,Not much,High,Very high,Very close,Not very much,Very Good,Very Good,Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Korean,Yes,Yes,No,No,No,No,No,No,Yes,0,8,Slightly agree
70258,48,Female,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,0,0,0,Full time homemaker,0,Other,"$30,000 - $39,999",0,No,11,1,Well,Not much,Low,Low,Somewhat close,Not very much,Fair,Good,Fair,0,0,0,1,1,0,0,0,0,Yes,0,Yes,0,0,0,Yes,Yes,0,0,Yes,0,Korean,No,No,Yes,No,No,No,No,No,No,0,8,Agree
70327,32,Female,Korean,Single,16,5,0,0,0,0,Living with parents,0,Living with brothers/sisters,0,0,0,Protestant,0,Employed part time,Student,0,0,Service worker,"$0 - $9,999",1,No,4,1,Well,Much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,0,0,0,0,Yes,0,0,0,0,Yes,0,0,0,Yes,Yes,Yes,Yes,Korean,No,No,Yes,No,No,No,Yes,Yes,Yes,0,8,Slightly agree
70345,78,Male,Korean,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,0,0,0,0,Retired,Other,"$10,000 - $19,999",,No,30,1,Well,Much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,1,Yes,0,0,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,0,0,Yes,Yes,Yes,Korean,Yes,No,No,No,No,No,Yes,No,Yes,0,7,Slightly agree
70497,46,Male,Korean,Married,17,4,0,0,0,0,Living with parents,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,18,0,Well,Not much,Very high,Very high,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,Yes,Yes,Yes,Yes,0,0,Yes,0,0,0,Korean,No,No,No,Yes,No,No,No,No,No,1,9,Agree
10391,38,Male,Korean,Married,16,5,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Skilled trades,"$70,000 and over",0,No,27,1,Very well,Not at all,High,High,Very close,Somewhat,Good,Good,Very Good,0,0,0,0,0,0,Yes,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,8,Agree
10456,38,Female,Korean,Single,17,3,0,0,Living with children,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Professional,"$60,000 - $69,999",0,No,18,1,Very well,Not at all,Very high,Low,Somewhat close,Somewhat,Very Good,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,No,No,No,No,Yes,0,8,Slightly disagree
70110,29,Female,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,0,0,Student,0,0,,"$20,000 - $29,999",1,No,2,1,Not well,Much,Low,High,Somewhat close,Somewhat,Good,Very Good,Fair,0,0,0,0,1,0,0,0,0,0,Yes,0,Yes,Yes,0,Yes,Yes,0,Yes,Yes,Yes,Korean,No,Yes,No,Yes,No,No,No,No,No,0,4,Neither agree or disagree
70508,18,Female,Korean,Single,10,6,0,0,0,0,0,0,0,0,Living with friends/roommates,,Protestant,0,0,Student,0,0,,,0,No,2,1,Well,Not at all,High,Very high,Not very close,Somewhat,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,Yes,Korean,Yes,No,Yes,No,No,No,No,No,No,0,10,Agree
70226,32,Female,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,0,0,0,Full time homemaker,0,,"$30,000 - $39,999",0,No,2,1,Not well,Much,High,Very low,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,0,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,Yes,Yes,Korean,Yes,Yes,Yes,Yes,No,No,No,No,No,0,6,Slightly agree
70239,33,Female,Korean,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,0,0,0,Full time homemaker,0,,"$70,000 and over",0,No,2,1,Not well,Much,High,Very high,Very close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,Yes,Yes,0,Korean,No,No,No,Yes,No,No,No,Yes,Yes,0,10,Strongly agree
70434,35,Male,Korean,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,15,0,Well,Not much,High,High,Somewhat close,Somewhat,Good,Very Good,Very Good,0,1,0,0,0,0,0,0,0,Yes,0,0,0,Yes,0,0,0,Yes,0,0,Yes,Korean,No,No,No,Yes,No,No,No,No,Yes,0,7,Slightly agree
70389,47,Female,Korean,Married,17,4,0,Living with spouse,0,0,0,0,Living with brothers/sisters,0,0,0,Catholic,0,0,0,Full time homemaker,0,,"$60,000 - $69,999",0,No,5,1,Not well,Much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,0,Yes,0,0,0,Yes,0,0,Yes,Korean,Yes,No,No,No,No,No,No,Yes,No,0,7,Agree
70104,24,Female,Korean,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Catholic,0,0,Student,0,0,,"$20,000 - $29,999",0,No,2,1,Well,Not much,Low,High,Somewhat close,Not at all,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,0,Yes,0,Yes,Yes,0,0,0,Yes,Korean,Yes,Yes,No,Yes,No,No,No,No,Yes,0,7,Slightly agree
70246,52,Male,Korean,Married,16,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Business owner,"$70,000 and over",0,No,35,0,Well,Not much,High,High,Somewhat close,Somewhat,Excellent,Excellent,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Yes,Korean,Yes,No,No,No,No,No,No,No,No,0,9,Agree
70446,35,Male,Korean,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,4,1,Very well,Not at all,Low,Very high,Very close,Very much,Very Good,Very Good,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Korean,No,No,No,Yes,No,No,No,No,Yes,0,9,Agree
70512,30,Male,Korean,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Skilled trades,"$50,000 - $59,999",0,No,2,1,Well,Not much,High,Very high,Very close,Somewhat,Very Good,Excellent,Excellent,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,Korean,No,No,No,No,No,No,No,No,Yes,0,8,Agree
70004,37,Female,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,0,Employed part time,0,0,0,"Clerical, office, sales","$30,000 - $39,999",0,No,9,1,Well,Not much,Low,High,Somewhat close,Not very much,Very Good,Very Good,Very Good,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,Yes,0,Korean,No,Yes,Yes,No,No,No,No,Yes,No,0,7,Slightly agree
10257,23,Female,Korean,Single,15,1,Living with no one,0,0,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Other,"$20,000 - $29,999",0,No,3,1,Well,Much,High,Low,Not very close,Not very much,Very Good,Very Good,Very Good,0,0,0,0,0,0,0,0,0,Yes,0,Yes,0,Yes,0,0,0,0,0,0,0,English,Yes,No,No,No,No,No,No,No,No,0,8,Agree
70343,24,Female,Korean,Single,16,2,0,0,0,0,0,0,Living with brothers/sisters,0,0,0,Protestant,0,0,Student,0,0,,"$70,000 and over",1,No,5,1,Well,Not much,Low,High,Somewhat close,Not very much,Good,Good,Good,0,0,0,0,0,0,0,0,0,0,,,0,Yes,0,0,0,0,0,0,0,Korean,Yes,Yes,Yes,No,No,No,No,No,No,0,4,Slightly disagree
70298,52,Female,Korean,Other,13,2,0,0,Living with children,0,0,0,0,0,0,0,Protestant,0,0,0,Full time homemaker,0,,"$70,000 and over",0,No,6,1,Not well,Much,Low,High,Not very close,Not very much,Good,Very Good,Very Good,0,1,0,0,1,0,0,0,0,Yes,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Korean,Yes,Yes,Yes,No,No,No,No,No,No,0,5,Neither agree or disagree
70305,56,Male,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Professional,"$50,000 - $59,999",1,No,7,1,Well,Not much,High,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Korean,No,No,No,Yes,No,No,No,No,Yes,0,10,Strongly agree
70442,34,Female,Korean,Married,17,3,0,Living with spouse,0,0,0,0,Living with brothers/sisters,0,0,0,Protestant,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,4,0,Well,Not much,High,High,Somewhat close,Not very much,Very Good,Excellent,Very Good,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,Yes,Korean,No,No,No,Yes,No,No,No,No,No,0,8,Slightly agree
10302,30,Female,Korean,Living with a partner,16,2,0,0,0,0,0,0,0,0,0,,None,0,0,0,0,0,,"$70,000 and over",0,No,25,0,Very well,Not at all,Very high,Low,Not very close,Not at all,Very Good,Good,Good,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,No,Yes,No,Yes,No,No,No,Yes,No,0,7,Agree
70242,34,Male,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,Other,"$40,000 - $49,999",0,No,3,1,Not well,Not much,Low,Very high,Very close,Not very much,Very Good,Fair,Fair,0,1,0,0,0,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Korean,No,Yes,No,No,No,No,No,No,Yes,0,5,Neither agree or disagree
10902,27,Female,Korean,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,Professional,"$50,000 - $59,999",0,No,3,1,Well,Very much,High,Very high,Somewhat close,Very much,Very Good,Very Good,Very Good,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,Yes,0,English,Yes,Yes,No,Yes,No,No,No,Yes,Yes,0,7,Slightly disagree
70068,51,Female,Korean,Married,16,2,0,0,Living with children,0,0,0,0,0,0,0,Other,0,0,Student,0,0,,"$60,000 - $69,999",0,No,7,0,Well,Not at all,High,Very high,Not very close,Not at all,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,Yes,Korean,No,No,Yes,No,No,No,No,No,No,0,9,Strongly agree
70002,41,Male,Korean,Married,17,5,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,15,1,Well,Not much,Low,High,Somewhat close,Not very much,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,Yes,0,Korean,No,No,No,Yes,No,No,No,No,No,0,8,Neither agree or disagree
70001,41,Female,Korean,Married,17,5,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,18,1,Well,Not much,High,Very high,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,0,Korean,No,No,No,Yes,No,No,Yes,Yes,No,0,9,Agree
70014,77,Male,Korean,Married,9,7,0,Living with spouse,Living with children,Living with grandchildren,0,0,0,0,0,0,Protestant,0,0,0,0,0,Business owner,"$50,000 - $59,999",1,No,34,1,Not at all,Not at all,Low,High,Somewhat close,Somewhat,Poor,Fair,Poor,0,0,0,0,0,Yes,Yes,Yes,Yes,0,Yes,0,Yes,Yes,0,0,Yes,Yes,Yes,0,Yes,Korean,Yes,No,No,Yes,No,No,No,No,No,0,7,Slightly disagree
70107,30,Male,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,0,0,Student,0,0,,"$20,000 - $29,999",1,No,3,1,Not well,Much,Low,Very high,Very close,Not very much,Good,Good,Good,0,0,0,1,1,0,0,0,0,0,Yes,0,Yes,Yes,0,0,0,0,0,0,Yes,Korean,No,Yes,Yes,Yes,No,No,No,No,No,0,7,Slightly agree
70237,45,Male,Korean,Married,12,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,0,Employed part time,0,0,0,Service worker,"$20,000 - $29,999",0,No,12,1,Not well,Not much,High,Very high,Somewhat close,Somewhat,Very Good,Very Good,Good,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,Yes,Korean,No,No,No,Yes,Yes,No,No,Yes,No,0,7,Neither agree or disagree
70516,21,Female,Korean,Single,17,2,0,0,0,0,Living with parents,0,0,0,0,0,Protestant,0,0,Student,0,0,,"$30,000 - $39,999",0,No,14,0,Very well,Not at all,High,High,Somewhat close,Not very much,Excellent,Very Good,Very Good,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,0,Yes,0,0,0,0,Yes,Korean,Yes,No,No,No,No,No,No,No,No,0,9,Strongly agree
70003,36,Male,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,0,0,Student,0,0,,"$30,000 - $39,999",0,No,9,1,Well,Not much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,0,Yes,Yes,0,0,Yes,0,Korean,Yes,No,No,Yes,No,No,No,No,Yes,0,9,Agree
70116,26,Female,Korean,Single,16,3,0,0,0,0,Living with parents,0,0,0,0,0,Catholic,0,0,0,0,0,Service worker,"$10,000 - $19,999",0,No,5,1,Well,Not much,Low,Very high,Somewhat close,Not very much,Good,Good,Good,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,0,Korean,No,No,No,No,No,No,Yes,Yes,Yes,0,5,Slightly disagree
70236,47,Female,Korean,Married,12,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Service worker,"$20,000 - $29,999",0,No,18,1,Well,Not much,High,Very high,Somewhat close,Not at all,Good,Good,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,Yes,Korean,No,No,No,Yes,No,No,No,Yes,No,0,8,Slightly agree
70341,22,Female,Korean,Single,14,1,Living with no one,0,0,0,0,0,0,0,0,0,Protestant,0,0,Student,0,0,,"$70,000 and over",0,No,3,1,Not well,Not much,Low,High,Somewhat close,Somewhat,Very Good,Excellent,Excellent,0,0,0,1,1,,,,,,,,,,,,,,,,,Korean,,,,,,,,,,,8,Agree
70447,36,Male,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,0,0,Student,0,0,,"$30,000 - $39,999",0,No,3,1,Well,Much,Low,Very high,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,Yes,Yes,Korean,Yes,No,No,No,No,No,No,Yes,No,0,8,Agree
70482,80,Male,Korean,Married,16,8,0,0,Living with children,0,0,0,0,0,0,0,Protestant,0,0,0,0,Retired,,"$60,000 - $69,999",0,No,3,1,Not well,Much,High,Very high,Very close,Very much,Good,Very Good,Fair,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Korean,Yes,No,No,No,No,No,Yes,No,No,0,10,Agree
10265,28,Male,Korean,Single,16,1,Living with no one,0,0,0,0,0,0,0,0,0,None,Employed full time,0,0,0,0,Other,"$60,000 - $69,999",0,No,9,0,Very well,Not at all,Very high,High,Somewhat close,Somewhat,Good,Very Good,Very Good,0,0,0,0,1,0,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,Yes,Yes,No,Yes,No,No,No,No,0,9,Agree
70102,27,Female,Korean,Single,15,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Catholic,0,0,Student,0,0,,"$20,000 - $29,999",0,No,3,0,Well,Not at all,High,High,Not very close,Somewhat,Very Good,Very Good,Excellent,0,0,0,0,1,0,0,0,0,0,Yes,0,Yes,Yes,Yes,0,0,0,0,0,0,Korean,No,No,No,Yes,No,No,No,No,Yes,0,6,Slightly agree
10596,21,Female,Korean,Single,15,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Protestant,0,0,Student,0,0,,"$70,000 and over",0,No,3,1,Well,Not much,High,Very high,Very close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,No,1,9,Strongly agree
70275,35,Male,Korean,Married,15,1,Living with no one,0,0,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Skilled trades,"$40,000 - $49,999",0,No,3,0,Not well,Not much,High,Low,Somewhat close,Not at all,Good,Excellent,Excellent,0,1,0,0,0,0,0,0,0,0,0,Yes,0,Yes,0,Yes,0,Yes,Yes,Yes,Yes,Korean,No,No,Yes,No,No,No,No,Yes,No,0,8,Slightly agree
10392,20,Male,Korean,Single,14,1,Living with no one,0,0,0,0,0,0,0,0,0,Protestant,0,Employed part time,Student,0,0,"Clerical, office, sales","$10,000 - $19,999",0,No,10,0,Very well,Not at all,Very high,Very high,Very close,Somewhat,Very Good,Good,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,0,0,0,Yes,0,0,Yes,English,Yes,Yes,No,No,No,No,No,No,Yes,0,8,Agree
70302,56,Female,Korean,Married,16,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,0,0,0,Full time homemaker,0,,"$60,000 - $69,999",1,No,15,1,Not well,Not much,High,Very high,Very close,Very much,Very Good,Excellent,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Korean,No,No,No,No,No,No,No,Yes,No,0,8,Agree
70444,34,Female,Korean,Married,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Protestant,0,0,Student,0,0,,"$70,000 and over",0,No,4,1,Very well,Not at all,Low,Very high,Very close,Very much,Very Good,Very Good,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Korean,No,No,No,Yes,No,No,No,No,Yes,0,9,Agree
10394,18,Male,Korean,Single,12,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Protestant,0,0,Student,0,0,Skilled trades,"$70,000 and over",0,No,3,1,Not well,Much,Low,High,Somewhat close,Somewhat,Poor,Fair,Good,0,0,0,0,1,0,0,0,Yes,Yes,0,Yes,0,Yes,Yes,0,0,Yes,0,0,0,English,Yes,No,Yes,Yes,No,No,No,No,No,0,7,Neither agree or disagree
10249,21,Female,Korean,Single,13,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,Employed part time,Student,0,0,Service worker,"$20,000 - $29,999",0,Yes,21,0,Very well,Not at all,Low,Low,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,0,0,0,0,0,Yes,0,0,0,Yes,0,0,0,0,0,0,0,English,Yes,Yes,No,Yes,No,No,No,No,Yes,0,5,Strongly disagree
10200,22,Female,Korean,Single,15,1,Living with no one,0,0,0,0,0,0,0,0,0,None,0,0,Student,0,0,,"$0 - $9,999",,Yes,22,0,Very well,Not at all,Very high,High,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,8,Neither agree or disagree
10040221,23,Male,Korean,Single,16,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,0,Employed part time,Student,0,0,,"$0 - $9,999",0,No,18,0,Very well,Not at all,High,Low,Somewhat close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,7,Slightly disagree
70064,24,Female,Korean,Single,16,2,0,0,0,0,0,0,Living with brothers/sisters,0,0,0,None,0,0,0,0,0,,"$40,000 - $49,999",0,Yes,10,0,Very well,Not at all,High,High,Very close,Not very much,Very Good,Very Good,Very Good,0,0,0,0,0,0,0,0,0,Yes,0,0,0,Yes,0,0,0,0,0,0,0,Korean,Yes,No,No,No,Yes,No,No,Yes,No,0,5,Slightly disagree
70069,44,Female,Korean,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Protestant,0,0,0,Full time homemaker,0,,"$70,000 and over",0,No,12,1,Not well,Not much,Low,Very high,Somewhat close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Korean,No,No,No,No,No,No,No,Yes,No,0,7,Slightly agree
70377,47,Male,Korean,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,"Clerical, office, sales","$70,000 and over",0,No,35,0,Very well,Not at all,Very high,High,Somewhat close,Somewhat,Good,Excellent,Good,0,0,0,0,0,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,0,0,Yes,0,0,0,Yes,Korean,No,No,No,Yes,No,Yes,No,Yes,No,0,9,Agree
70025,44,Female,Korean,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,0,Employed part time,0,0,0,Professional,"$70,000 and over",0,No,5,1,Not well,Not much,Low,High,Somewhat close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Korean,Yes,No,Yes,Yes,No,No,No,No,No,0,9,Slightly agree
70008,43,Female,Korean,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,0,,"$70,000 and over",0,No,5,1,Well,Not much,High,Very high,Somewhat close,Not very much,Very Good,Excellent,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,Korean,No,No,No,Yes,No,No,No,No,Yes,0,9,Agree
70076,37,Female,Korean,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,0,0,0,Full time homemaker,0,,"$60,000 - $69,999",0,No,6,1,Well,Not much,High,Very high,Very close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,0,Korean,No,Yes,No,No,No,No,No,No,No,0,8,Agree
70364,33,Male,Korean,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,None,0,0,Student,0,0,Other,"$10,000 - $19,999",0,No,6,1,Well,Not at all,High,High,Somewhat close,Not very much,Good,Good,Good,0,1,0,1,1,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,Korean,No,Yes,No,No,No,No,No,Yes,No,0,8,Slightly agree
